3,1.38,1.43,-9.93,270,0,0
3,1.38,1.43,-5.78,270,0,0
3,1.38,1.43,-1.44,270,0,0
3,-0.46,1.43,-1.44,270,180,0
3,-0.46,1.43,-5.78,270,180,0
3,-0.46,1.43,-9.93,270,180,0
3,16.95,1.43,-3.3,270,172,0
3,16.35,1.43,0.99,270,172,0
3,15.71,1.43,5.53,270,172,0
3,8,1.43,-0.73,270,169.3,0
3,8.77,1.43,-4.91,270,169.3,0
3,9.53,1.43,-9.05,270,169.3,0
4,-19.34,0,9.64,270,270,0
4,-18.746,1.97,9.64,270,270,0
4,-18.149,1.97,9.64,270,270,0
4,-16.349,1.97,9.64,270,270,0
4,-16.946,1.97,9.64,270,270,0
4,-17.54,1.97,9.64,270,270,0
4,-15.75,1.97,9.64,270,270,0
4,-15.15,1.97,9.64,270,270,0
4,-14.56,1.97,9.64,270,270,0
4,-12.76,1.97,9.64,270,270,0
4,-13.35,1.97,9.64,270,270,0
4,-13.95,1.97,9.64,270,270,0
4,-12.15,1.97,9.64,270,270,0
4,-11.55,1.97,9.64,270,270,0
4,-10.96,1.97,9.64,270,270,0
4,-10.96,1.97,6.82,270,90,0
4,-11.55,1.97,6.82,270,90,0
4,-12.15,1.97,6.82,270,90,0
4,-13.95,1.97,6.82,270,90,0
4,-13.35,1.97,6.82,270,90,0
4,-12.76,1.97,6.82,270,90,0
4,-14.56,1.97,6.82,270,90,0
4,-15.15,1.97,6.82,270,90,0
4,-15.75,1.97,6.82,270,90,0
4,-17.54,1.97,6.82,270,90,0
4,-16.946,1.97,6.82,270,90,0
4,-16.349,1.97,6.82,270,90,0
4,-18.149,1.97,6.82,270,90,0
4,-18.746,1.97,6.82,270,90,0
4,-19.34,1.97,6.82,270,90,0
4,-19.34,1.97,6.09,270,270,0
4,-18.746,1.97,6.09,270,270,0
4,-18.149,1.97,6.09,270,270,0
4,-16.349,1.97,6.09,270,270,0
4,-16.946,1.97,6.09,270,270,0
4,-17.54,1.97,6.09,270,270,0
4,-15.75,1.97,6.09,270,270,0
4,-15.15,1.97,6.09,270,270,0
4,-14.56,1.97,6.09,270,270,0
4,-12.76,1.97,6.09,270,270,0
4,-13.35,1.97,6.09,270,270,0
4,-13.95,1.97,6.09,270,270,0
4,-12.15,1.97,6.09,270,270,0
4,-11.55,1.97,6.09,270,270,0
4,-10.96,1.97,6.09,270,270,0
1,14.83,1,9.45,0,280,0
1,13.07,1,9.76,0,280,0
2,6.29,0.98,-0.24,270,80.5,0
2,6.56,0.98,-1.87,270,80.5,0
2,7.26,0.98,-6.1,270,80.5,0
2,6.99,0.98,-4.47,270,80.5,0
2,7.67,0.98,-8.53,270,80.5,0
2,7.94,0.98,-10.16,270,80.5,0
2,3.04,0.98,-11.01,270,270,0
2,3.04,0.98,-8.87,270,270,0
2,3.04,0.98,-4.82,270,270,0
2,3.04,0.98,-6.96,270,270,0
2,3.04,0.98,-2.66,270,270,0
2,3.04,0.98,-0.52,270,270,0
2,-2.3,0.98,-0.52,270,90,0
2,-2.3,0.98,-2.66,270,90,0
2,-2.3,0.98,-6.96,270,90,0
2,-2.3,0.98,-4.82,270,90,0
2,-2.3,0.98,-8.87,270,90,0
2,-2.3,0.98,-11.01,270,90,0
2,-9.34,0.98,-11.01,270,90,0
2,-9.34,0.98,-8.87,270,90,0
2,-9.34,0.98,-4.82,270,90,0
2,-9.34,0.98,-6.96,270,90,0
2,-9.34,0.98,-2.66,270,90,0
2,-9.34,0.98,-0.52,270,90,0
2,-4,0.98,-0.52,270,270,0
2,-4,0.98,-2.66,270,270,0
2,-4,0.98,-6.96,270,270,0
2,-4,0.98,-4.82,270,270,0
2,-4,0.98,-8.87,270,270,0
2,-4,0.98,-11.01,270,270,0
3,-7.5,1.43,-9.93,270,180,0
3,-7.5,1.43,-5.78,270,180,0
3,-7.5,1.43,-1.44,270,180,0
3,-5.66,1.43,-1.44,270,0,0
3,-5.66,1.43,-5.78,270,0,0
3,-5.66,1.43,-9.93,270,0,0
3,-13,1.43,-9.93,270,0,0
3,-13,1.43,-5.78,270,0,0
3,-13,1.43,-1.44,270,0,0
3,-14.84,1.43,-1.44,270,180,0
3,-14.84,1.43,-5.78,270,180,0
3,-14.84,1.43,-9.93,270,180,0
2,-11.34,0.98,-11.01,270,270,0
2,-11.34,0.98,-8.87,270,270,0
2,-11.34,0.98,-4.82,270,270,0
2,-11.34,0.98,-6.96,270,270,0
2,-11.34,0.98,-2.66,270,270,0
2,-11.34,0.98,-0.52,270,270,0
2,-16.68,0.98,-0.52,270,90,0
2,-16.68,0.98,-2.66,270,90,0
2,-16.68,0.98,-6.96,270,90,0
2,-16.68,0.98,-4.82,270,90,0
2,-16.68,0.98,-8.87,270,90,0
2,-16.68,0.98,-11.01,270,90,0
0,-1.628555,2.09,11.13,270,0,0
2,15.27,0.98,-4.65,270,83.40001,0
2,15.05,0.98,-2.65,270,83.40001,0
2,14.54,0.98,1.76,270,83.40001,0
2,14.76,0.98,-0.24,270,83.40001,0
2,14.25,0.98,4.16,270,83.40001,0
2,14.03,0.98,6.16,270,83.40001,0
1,11.28,1,10.08,0,280,0
1,9.46,1,10.4,0,280,0
1,7.63,1,10.72,0,280,0
